Virus Name,Virus Protein,Human Protein,Bait_Prey,PreyGene,MIST,Reproducibility,Specificity,Abundance,SaintScore,BFDR,AvgSpec,Spec,CtrlCounts,FoldChange
SARS-CoV2,E,P16104,E-P16104,H2AFX,0.048771161,0.00000000,0.07114398,0.000209988,0,0.69,0.33,0|0|1,1|1|0|0|0|0|0|0|0|0|0,1.83
SARS-CoV2,E,P16152,E-P16152,CBR1,0.32697899,0.99166337,0.030651018,0.001596001,0,0.69,3.67,2|5|4,7|8|6|6|8|3|5|5|8|5|6,0.6
SARS-CoV2,E,P16402,E-P16402,HIST1H1D,0.231059977,0.62983119,0.053589965,0.000285787,0,0.69,0.67,0|1|1,1|2|2|1|0|0|1|0|1|0|0,0.92
SARS-CoV2,E,P16403,E-P16403,HIST1H1C,0.341101824,0.98240281,0.055412303,0.00258349,0,0.63,4.33,3|5|5,3|7|6|4|4|5|2|2|5|3|4,1.06
SARS-CoV2,E,P16615,E-P16615,ATP2A2,0.289596498,0.84008820,0.044348012,0.000516662,0.99,0,3.67,4|5|2,0|0|0|0|0|0|0|0|0|0|0,36.67
SARS-CoV2,E,P17096,E-P17096,HMGA1,0.194059725,0.59238527,0.01646352,0.000870908,0,0.69,1,0|1|2,3|3|1|4|1|2|2|1|5|1|1,0.46
SARS-CoV2,E,P17480,E-P17480,UBTF,0.442451543,0.62983119,0.36196153,0.000248006,0.66,0.04,2,0|3|3,0|0|0|0|0|0|0|0|0|0|0,20
SARS-CoV2,E,P17812,E-P17812,CTPS1,0.32348882,0.98632595,0.027971397,0.000503668,0,0.62,2.67,1|3|4,3|4|5|5|5|2|1|1|4|5|1,0.81
SARS-CoV2,E,P17844,E-P17844,DDX5,0.331936836,0.97168899,0.046867641,0.002247733,0,0.67,10.67,8|11|13,10|10|14|9|12|11|8|10|10|6|7,1.1
SARS-CoV2,E,P17858,E-P17858,PFKL,0.008286089,0.00000000,0.012086811,7.70E-05,0.32,0.23,0.67,0|0|2,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,P17987,E-P17987,TCP1,0.204343081,0.62983119,0.014616725,0.00022719,0.2,0.38,1.33,0|2|2,0|0|1|2|2|0|0|0|1|2|1,1.63
SARS-CoV2,E,P18085,E-P18085,ARF4,0.228725313,0.53760786,0.091688783,0.000601062,0,0.69,0.67,1|0|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,P18124,E-P18124,RPL7,0.350795878,0.97780126,0.071633893,0.001527957,0.17,0.4,3,2|4|3,1|2|3|3|0|0|1|0|5|1|1,1.94
SARS-CoV2,E,P18621,E-P18621,RPL17,0.32825957,0.99292187,0.031939833,0.003072324,0,0.65,5,2|6|7,6|6|5|6|5|4|2|5|7|7|8,0.9
SARS-CoV2,E,P18754,E-P18754,RCC1,0.029170808,0.00000000,0.042552071,0.00015739,0.1,0.44,0.67,0|2|0,1|1|2|2|0|1|0|0|1|0|1,0.81
SARS-CoV2,E,P19338,E-P19338,NCL,0.211372229,0.62205593,0.02836776,0.000491444,0,0.6,3.67,0|6|5,1|14|9|13|0|0|0|0|8|0|0,0.9
SARS-CoV2,E,P20042,E-P20042,EIF2S2,0.324754171,0.60294344,0.202367841,0.000478824,0.57,0.11,1.67,0|3|2,0|0|0|3|0|0|0|0|0|0|0,6.11
SARS-CoV2,E,P20290,E-P20290,BTF3,0.207088818,0.62983119,0.018621427,0.000306597,0,0.69,0.67,0|1|1,0|1|1|4|3|0|0|0|0|1|0,0.73
SARS-CoV2,E,P20700,E-P20700,LMNB1,0.270345248,0.80701880,0.031146912,0.000707643,0.15,0.41,4,1|2|9,3|9|6|4|1|1|0|0|9|0|0,1.33
SARS-CoV2,E,P21741,E-P21741,MDK,0.328965051,0.94111040,0.056295646,0.002186517,0.01,0.57,2.33,2|2|3,4|0|4|3|3|2|2|1|4|0|0,1.12
SARS-CoV2,E,P21796,E-P21796,VDAC1,0.302197404,0.93779019,0.018755849,0.00061644,0.32,0.23,1.33,1|2|1,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,E,P21912,E-P21912,SDHB,0.686283154,0.95785887,0.569985127,0.004102505,1,0,8.67,7|10|9,0|0|1|0|0|0|0|0|0|0|0,86.67
SARS-CoV2,E,P22061,E-P22061,PCMT1,0.330557616,0.99188516,0.035723951,0.007074087,0,0.69,13,8|16|15,16|14|18|20|22|14|13|17|20|7|16,0.81
SARS-CoV2,E,P22087,E-P22087,FBL,0.321613673,0.93142029,0.049940565,0.001311163,0.36,0.16,4,1|4|7,1|3|4|5|1|1|0|1|2|1|0,2.32
SARS-CoV2,E,P22102,E-P22102,GART,0.15780123,0.47519120,0.016323008,0.000151726,0,0.58,1.67,0|1|4,4|2|7|4|1|3|2|3|4|0|0,0.61
SARS-CoV2,E,P22314,E-P22314,UBA1,0.05242043,0.00000000,0.076468748,5.68E-05,0.26,0.34,0.67,0|0|2,0|0|0|0|1|0|0|0|1|1|0,2.44
SARS-CoV2,E,P22626,E-P22626,HNRNPA2B1,0.338308371,0.97967491,0.052563819,0.002726253,0,0.68,8.67,3|12|11,9|28|26|26|0|2|4|1|21|2|1,0.79
SARS-CoV2,E,P23025,E-P23025,XPA,0.172096917,0.00000000,0.251048408,0.000121358,0,0.69,0.33,0|1|0,1|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P23193,E-P23193,TCEA1,0.363487342,0.93507217,0.109379201,0.001508352,0.61,0.11,4.33,1|5|7,1|1|0|3|1|2|0|0|0|3|0,4.33
SARS-CoV2,E,P23246,E-P23246,SFPQ,0.312800319,0.93142029,0.037090151,0.000595309,0,0.58,4,1|4|7,1|10|6|8|2|2|2|2|5|4|1,1.02
SARS-CoV2,E,P23284,E-P23284,PPIB,0.330405077,0.98153797,0.040117541,0.011777007,0,0.69,20,14|22|24,21|25|24|22|20|21|18|18|23|20|21,0.94
SARS-CoV2,E,P23396,E-P23396,RPS3,0.327188443,0.97115369,0.040138146,0.007264387,0,0.67,13.67,10|17|14,21|10|15|15|8|5|6|12|12|12|8,1.21
SARS-CoV2,E,P23528,E-P23528,CFL1,0.316782178,0.97614959,0.022756701,0.001811869,0,0.69,2.67,1|4|3,6|7|6|6|5|6|2|3|8|2|4,0.53
SARS-CoV2,E,P23588,E-P23588,EIF4B,0.281193025,0.56487245,0.15595978,0.000157593,0.32,0.23,1,0|2|1,0|0|0|1|0|0|0|0|0|0|0,10
SARS-CoV2,E,P23921,E-P23921,RRM1,0.020397265,0.00000000,0.029754547,3.79E-05,0,0.69,0.33,0|0|1,2|0|0|1|0|0|0|0|0|2|1,0.61
SARS-CoV2,E,P24666,E-P24666,ACP1,0.027487643,0.00000000,0.040094787,0.000380104,0.03,0.52,0.67,0|0|2,2|0|2|3|2|0|0|1|3|0|1,0.52
SARS-CoV2,E,P25205,E-P25205,MCM3,0.328148833,0.97869397,0.038205048,0.000409404,0,0.6,3,1|4|4,6|4|4|3|4|0|0|2|3|2|7,0.94
SARS-CoV2,E,P25398,E-P25398,RPS12,0.324395004,0.97614959,0.033838179,0.004557126,0,0.63,5.33,2|8|6,8|7|7|7|5|3|4|4|9|2|3,0.99
SARS-CoV2,E,P25440,E-P25440,BRD2,0.906592876,0.98799914,0.877827463,0.001006269,1,0,7,3|10|8,0|0|0|1|0|0|0|0|0|0|0,70
SARS-CoV2,E,P25705,E-P25705,ATP5F1A,0.310539181,0.93616366,0.03164766,0.001647541,0,0.63,6.67,6|7|7,4|5|7|4|8|5|3|4|5|6|4,1.33
SARS-CoV2,E,P25789,E-P25789,PSMA4,0.074110919,0.00000000,0.108109528,0.000126937,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P26196,E-P26196,DDX6,0.339219779,0.99452811,0.047228336,0.000423356,0.02,0.54,1.67,1|2|2,1|3|1|1|3|3|0|0|3|1|2,1.02
SARS-CoV2,E,P26368,E-P26368,U2AF2,0.338601309,0.99676348,0.045286247,0.004311432,0,0.68,17.67,8|23|22,15|16|16|24|18|16|11|13|16|10|11,1.17
SARS-CoV2,E,P26373,E-P26373,RPL13,0.318356911,0.90727125,0.056040835,0.003348859,0,0.59,5,5|5|5,3|4|6|4|1|3|3|3|5|4|3,1.41
SARS-CoV2,E,P26583,E-P26583,HMGB2,0.292129272,0.85603279,0.040803931,0.007713316,0,0.64,16,2|24|22,9|13|12|20|16|14|4|13|13|7|10,1.34
SARS-CoV2,E,P26599,E-P26599,PTBP1,0.208176503,0.62916041,0.020508044,0.000532324,0,0.65,3,0|4|5,7|7|6|6|3|3|2|3|8|5|4,0.61
SARS-CoV2,E,P26641,E-P26641,EEF1G,0.33225669,0.97085935,0.047716883,0.001183416,0,0.63,4,3|4|5,5|3|6|5|5|3|5|4|4|2|4,0.96
SARS-CoV2,E,P26885,E-P26885,FKBP2,0.334846122,0.93779019,0.06637743,0.001228539,0.03,0.52,1.33,1|2|1,1|2|2|2|1|1|1|0|2|1|1,1.05
SARS-CoV2,E,P27635,E-P27635,RPL10,0.32665605,0.98121801,0.034873108,0.002515802,0,0.64,4.67,2|7|5,7|6|6|6|5|5|5|7|6|3|3,0.87
SARS-CoV2,E,P27694,E-P27694,RPA1,0.251912794,0.62983119,0.084010979,0.000102531,0,0.69,0.67,0|1|1,0|1|0|1|1|0|0|0|1|0|0,1.83
SARS-CoV2,E,P27695,E-P27695,APEX1,0.220657652,0.61233410,0.046270235,0.00260148,0.15,0.41,8.67,0|15|11,6|5|3|15|8|5|2|4|2|2|3,1.73
SARS-CoV2,E,P27816,E-P27816,MAP4,0.208025714,0.59238527,0.036842119,0.000242675,0.01,0.57,3,0|3|6,6|2|3|4|2|4|3|2|4|4|3,0.89
SARS-CoV2,E,P27824,E-P27824,CANX,0.366704626,0.99088662,0.088952249,0.001462969,1,0,7.67,3|10|10,0|0|0|0|0|0|0|0|0|0|0,76.67
SARS-CoV2,E,P28070,E-P28070,PSMB4,0.218882626,0.60028661,0.049118819,0.000798051,0.06,0.49,1.67,1|4|0,2|2|2|0|1|1|3|0|1|5|3,0.92
SARS-CoV2,E,P29372,E-P29372,MPG,0.314282297,0.93237429,0.03880527,0.002593525,0,0.67,5.67,5|7|5,6|6|8|8|10|4|6|6|7|8|6,0.83
SARS-CoV2,E,P29597,E-P29597,TYK2,0.241339132,0.62983119,0.068586889,5.32E-05,0,0.69,0.67,0|1|1,0|0|1|1|0|1|0|0|1|1|1,1.22
SARS-CoV2,E,P29692,E-P29692,EEF1D,0.354529827,0.94740882,0.090753535,0.002236464,0.01,0.55,4.67,4|5|5,2|1|4|1|4|3|3|3|6|2|3,1.6
SARS-CoV2,E,P30041,E-P30041,PRDX6,0.007515483,0.00000000,0.010960774,0.000295809,0,0.69,0.67,0|2|0,3|6|5|4|3|2|1|1|2|2|1,0.24
SARS-CoV2,E,P30048,E-P30048,PRDX3,0.312053401,0.93779019,0.033132896,0.000681455,0,0.58,1.33,1|2|1,3|1|4|2|2|0|0|1|2|2|3,0.73
SARS-CoV2,E,P30050,E-P30050,RPL12,0.336221291,0.97614959,0.05111376,0.00182285,0.04,0.5,2.67,1|4|3,2|5|5|4|0|0|2|0|5|0|0,1.28
SARS-CoV2,E,P30101,E-P30101,PDIA3,0.291247627,0.88689762,0.025685151,0.000952356,0,0.65,4.67,1|4|9,8|7|8|9|6|4|2|4|8|7|6,0.74
SARS-CoV2,E,P30153,E-P30153,PPP2R1A,0.010714081,0.00000000,0.015628914,5.10E-05,0,0.69,0.33,0|0|1,0|0|1|0|0|0|0|0|2|1|1,0.73
SARS-CoV2,E,P30405,E-P30405,PPIF,0.221064619,0.56487245,0.068243715,0.000465167,0.03,0.52,1,0|2|1,1|3|2|1|1|0|1|2|2|0|1,0.79
SARS-CoV2,E,P30419,E-P30419,NMT1,0.252085686,0.62032124,0.088541515,0.000315214,0.57,0.11,1.67,0|2|3,0|0|0|2|0|0|0|0|0|0|1,6.11
SARS-CoV2,E,P30533,E-P30533,LRPAP1,0.225312722,0.62452203,0.047588898,0.001052804,0.02,0.53,4,0|5|7,2|7|2|7|4|3|1|1|2|5|3,1.19
SARS-CoV2,E,P30536,E-P30536,TSPO,0.311089563,0.55423713,0.204354213,0.000658542,0,0.69,0.67,1|1|0,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,P31040,E-P31040,SDHA,0.573486233,0.95877332,0.40503599,0.003301678,1,0,16.67,13|21|16,2|0|2|1|0|0|0|0|1|0|0,30.56
SARS-CoV2,E,P31153,E-P31153,MAT2A,0.197170216,0.56487245,0.033389252,0.000243771,0.1,0.44,1,0|2|1,1|0|1|1|1|0|1|1|2|0|1,1.22
SARS-CoV2,E,P31689,E-P31689,DNAJA1,0.315357936,0.94432530,0.035000642,0.002006786,0.34,0.17,6,5|5|8,0|0|2|6|7|0|0|7|1|1|1,2.64
SARS-CoV2,E,P31942,E-P31942,HNRNPH3,0.020670632,0.00000000,0.030152822,9.58E-05,0,0.69,0.33,0|1|0,0|2|1|7|0|0|0|0|0|0|0,0.37
SARS-CoV2,E,P31943,E-P31943,HNRNPH1,0.208308438,0.62983119,0.02040079,0.000281331,0.01,0.57,1.33,0|2|2,1|4|3|3|0|1|1|2|2|1|3,0.7
SARS-CoV2,E,P32119,E-P32119,PRDX2,0.029993814,0.00000000,0.043752559,0.000167327,0,0.69,0.33,0|1|0,1|0|1|0|1|0|0|0|1|0|1,0.73
SARS-CoV2,E,P32121,E-P32121,ARRB2,0.327449946,0.98561080,0.034056325,0.002264387,0,0.68,8.33,3|10|12,14|12|17|10|9|8|10|8|15|5|8,0.79
SARS-CoV2,E,P32969,E-P32969,RPL9,0.320049187,0.96351276,0.033188047,0.004338162,0,0.69,6.33,5|7|7,6|8|10|12|8|6|6|7|5|4|8,0.87
SARS-CoV2,E,P33316,E-P33316,DUT,0.337296014,0.99844308,0.042646343,0.001992653,0,0.63,4.33,2|5|6,4|5|5|6|5|5|5|5|6|2|3,0.93
SARS-CoV2,E,P33992,E-P33992,MCM5,0.334428662,0.98296832,0.045440839,0.000552942,0.02,0.53,3.33,2|3|5,4|3|3|3|1|1|1|1|2|7|2,1.31
SARS-CoV2,E,P35030,E-P35030,PRSS3,0.312864429,0.90727125,0.048053652,0.000464874,0,0.69,1,1|1|1,1|1|1|1|1|1|1|1|1|1|1,1
SARS-CoV2,E,P35080,E-P35080,PFN2,0.314454566,0.90727125,0.050368558,0.001009442,0,0.69,1,1|1|1,1|1|0|1|2|2|1|1|2|1|1,0.85
SARS-CoV2,E,P35226,E-P35226,BMI1,0.053487874,0.00000000,0.078025511,0.000101628,0,0.69,0.33,0|1|0,0|1|0|1|0|0|0|0|1|0|0,1.22
SARS-CoV2,E,P35232,E-P35232,PHB,0.314831899,0.94108916,0.035688876,0.002110687,0,0.64,4.67,3|3|8,4|4|10|3|6|3|8|4|6|7|6,0.84
SARS-CoV2,E,P35268,E-P35268,RPL22,0.28664598,0.88601994,0.01934734,0.003263914,0,0.66,4,1|3|8,5|6|5|7|10|7|6|8|7|7|7,0.59
SARS-CoV2,E,P35269,E-P35269,GTF2F1,0.257443597,0.62983119,0.092077905,0.000244328,0.35,0.16,1.33,0|2|2,0|0|0|3|1|1|0|0|0|1|0,2.44
SARS-CoV2,E,P35610,E-P35610,SOAT1,0.052547956,0.00000000,0.076654226,0.000120475,0.32,0.23,0.67,0|2|0,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,P35637,E-P35637,FUS,0.008434127,0.00000000,0.012302938,5.71E-05,0,0.69,0.33,0|0|1,1|2|4|2|0|0|0|0|2|2|1,0.26
SARS-CoV2,E,P35659,E-P35659,DEK,0.333575633,0.99694679,0.037883998,0.002983182,0,0.68,9.33,5|12|11,9|11|12|16|13|6|7|10|12|8|8,0.92
SARS-CoV2,E,P35754,E-P35754,GLRX,0.075795181,0.00000000,0.110565115,0.000283285,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|1|0|0,3.33
SARS-CoV2,E,P35998,E-P35998,PSMC2,0.024243763,0.00000000,0.03536542,6.93E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P36542,E-P36542,ATP5F1C,0.166386204,0.49308321,0.020791313,0.000434296,0.29,0.33,1.33,0|3|1,0|0|0|2|0|0|0|0|0|2|0,3.67
SARS-CoV2,E,P36578,E-P36578,RPL4,0.333647163,0.96775502,0.05114146,0.001295985,0.11,0.44,4.33,3|6|4,0|5|8|8|0|0|0|0|6|0|0,1.77
SARS-CoV2,E,P36873,E-P36873,PPP1CC,0.294440277,0.62983119,0.146047899,0.000195538,0,0.69,0.67,0|1|1,1|1|1|0|1|0|0|0|1|1|0,1.22
SARS-CoV2,E,P36969,E-P36969,GPX4,0.332745631,0.99565177,0.037270199,0.001358577,0.03,0.51,2.33,1|3|3,2|3|3|4|3|0|0|2|3|0|0,1.28
SARS-CoV2,E,P37108,E-P37108,SRP14,0.199735277,0.60294344,0.019988259,0.001172415,0,0.61,1.67,0|3|2,2|3|3|3|5|2|1|3|3|2|3,0.61
SARS-CoV2,E,P37802,E-P37802,TAGLN2,0.224235913,0.62983119,0.043632206,0.000634763,0.19,0.38,1.33,0|2|2,2|1|1|1|0|0|0|0|3|0|1,1.63
SARS-CoV2,E,P38432,E-P38432,COIL,0.237257987,0.00000000,0.346103841,5.75E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P38646,E-P38646,HSPA9,0.322270929,0.99789100,0.020973663,0.002342877,0,0.68,13.33,7|17|16,17|12|18|17|18|15|12|9|13|14|15,0.92
SARS-CoV2,E,P38919,E-P38919,EIF4A3,0.40418993,0.99565177,0.141497001,0.000651191,0.44,0.14,2.33,1|3|3,1|2|2|1|0|0|1|0|1|0|0,3.21
SARS-CoV2,E,P39019,E-P39019,RPS19,0.326249828,0.97896511,0.035260463,0.006429925,0,0.67,8.33,3|12|10,14|12|9|14|6|4|5|7|8|10|8,0.95
SARS-CoV2,E,P39023,E-P39023,RPL3,0.219704006,0.62205593,0.040518634,0.000865819,0.07,0.47,3.67,0|6|5,1|7|9|4|0|0|0|0|9|0|0,1.34
SARS-CoV2,E,P39656,E-P39656,DDOST,0.270301069,0.72750533,0.066871352,0.000481326,0.32,0.23,1.33,2|1|1,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,E,P39748,E-P39748,FEN1,0.215861036,0.62032124,0.03568659,0.001645748,0,0.61,6.67,0|8|12,11|9|3|14|9|4|2|1|1|5|10,1.06
SARS-CoV2,E,P40227,E-P40227,CCT6A,0.213794066,0.62032124,0.032683108,0.000294437,0.62,0.1,1.67,0|2|3,0|0|0|1|0|0|0|0|1|0|0,9.17
SARS-CoV2,E,P40429,E-P40429,RPL13A,0.014601451,0.00000000,0.021298842,0.000147922,0,0.69,0.33,0|0|1,0|2|1|1|0|0|0|0|2|0|0,0.61
SARS-CoV2,E,P40616,E-P40616,ARL1,0.32260914,0.90727125,0.062266178,0.000780784,0,0.69,1,1|1|1,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,E,P40939,E-P40939,HADHA,0.394265741,0.98017057,0.13398503,0.000945784,0.97,0.01,5.67,4|6|7,0|0|1|3|0|0|0|0|0|0|0,15.58
SARS-CoV2,E,P41091,E-P41091,EIF2S3,0.365201134,0.62983119,0.249272104,0.000133811,0,0.69,0.67,0|1|1,0|0|0|1|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,P41214,E-P41214,EIF2D,0.126658935,0.00000000,0.184765098,0.000102836,0.29,0.33,0.67,0|0|2,0|0|0|2|0|0|0|0|0|0|0,3.67
SARS-CoV2,E,P41223,E-P41223,BUD31,0.199940673,0.59238527,0.025038779,0.001294266,0,0.59,2,0|2|4,3|3|3|4|4|1|2|3|3|3|2,0.71
SARS-CoV2,E,P41240,E-P41240,CSK,0.059669634,0.00000000,0.087043568,6.67E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|1|0|0,3.33
SARS-CoV2,E,P41567,E-P41567,EIF1,0.015048967,0.00000000,0.021950402,0.000293192,0,0.69,0.33,0|1|0,0|0|0|2|1|0|0|0|0|0|0,1.22
SARS-CoV2,E,P42167,E-P42167,TMPO,0.220255637,0.59238527,0.054683065,0.000205258,0.32,0.23,1,0|1|2,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,E,P42575,E-P42575,CASP2,0.229178226,0.59238527,0.067699044,0.000206166,0.15,0.41,1,0|1|2,2|1|1|0|0|0|0|0|1|1|1,1.57
SARS-CoV2,E,P42677,E-P42677,RPS27,0.320017398,0.99292735,0.019916387,0.002791774,0,0.69,2,1|2|3,4|5|3|5|2|2|4|4|4|2|2,0.59
SARS-CoV2,E,P42766,E-P42766,RPL35,0.295711454,0.86076078,0.043940998,0.003177519,0,0.69,2.67,3|2|3,5|2|2|3|3|3|3|3|4|2|4,0.86
SARS-CoV2,E,P43243,E-P43243,MATR3,0.007944829,0.00000000,0.011588736,0.000106357,0,0.69,1,0|0|3,0|14|10|5|0|0|0|0|4|0|0,0.33
SARS-CoV2,E,P43487,E-P43487,RANBP1,0.014996929,0.00000000,0.021875606,0.000164829,0,0.69,0.33,0|1|0,1|0|0|0|0|0|0|0|0|0|1,1.83
SARS-CoV2,E,P45880,E-P45880,VDAC2,0.273628716,0.75770448,0.058114218,0.00273088,1,0,5,7|5|3,0|0|0|0|0|0|0|0|0|0|0,50
SARS-CoV2,E,P45973,E-P45973,CBX5,0.022972622,0.00000000,0.033510357,0.000157216,0,0.69,0.33,0|0|1,0|1|1|1|1|0|0|0|0|0|1,0.73
SARS-CoV2,E,P46109,E-P46109,CRKL,0.328090579,0.99073500,0.032665105,0.004505294,0,0.69,11,7|12|14,18|15|15|18|16|12|15|12|18|14|14,0.72
SARS-CoV2,E,P46776,E-P46776,RPL27A,0.201173569,0.62983119,0.009991407,0.000426749,0,0.69,0.67,0|1|1,0|3|3|2|2|2|2|1|2|1|1,0.39
SARS-CoV2,E,P46777,E-P46777,RPL5,0.185417038,0.52989182,0.031986465,0.000414867,0.14,0.42,1.33,0|1|3,0|2|1|10|0|0|0|0|1|0|0,1.05
SARS-CoV2,E,P46778,E-P46778,RPL21,0.342617906,0.99925509,0.050035954,0.002950753,0.02,0.53,4,2|5|5,4|4|3|4|4|3|1|1|2|3|1,1.47
SARS-CoV2,E,P46779,E-P46779,RPL28,0.330320983,0.98118047,0.040243081,0.00173439,0.02,0.53,2,1|3|2,1|2|2|2|2|2|1|2|3|1|2,1.1
SARS-CoV2,E,P46781,E-P46781,RPS9,0.312710036,0.93352319,0.035996817,0.002340174,0,0.64,3.33,3|3|4,1|4|4|4|3|6|2|2|6|6|5,0.85
SARS-CoV2,E,P46782,E-P46782,RPS5,0.321301408,0.94537819,0.043179102,0.00405505,0.11,0.44,6.67,4|11|5,6|7|2|10|4|3|3|2|3|4|2,1.59
SARS-CoV2,E,P46783,E-P46783,RPS10,0.203098944,0.61428741,0.019787909,0.001349136,0,0.62,2.33,0|4|3,5|4|2|7|3|1|1|4|2|3|4,0.71
SARS-CoV2,E,P46977,E-P46977,STT3A,0.220687185,0.62783553,0.039357365,0.000204857,0.32,0.23,1,1|2|0,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,E,P47756,E-P47756,CAPZB,0.009794822,0.00000000,0.014286487,0.00021681,0,0.58,0.67,0|0|2,2|1|3|4|2|1|0|3|3|0|1,0.37
SARS-CoV2,E,P47813,E-P47813,EIF1AX,0.348077667,0.99452811,0.060141275,0.001420005,0.07,0.47,1.67,1|2|2,1|2|2|1|2|1|2|1|1|0|0,1.41
SARS-CoV2,E,P47914,E-P47914,RPL29,0.201687554,0.55423713,0.044761712,0.00069996,0,0.69,0.67,1|1|0,1|1|1|1|1|0|0|1|1|0|1,0.92
SARS-CoV2,E,P48047,E-P48047,ATP5PO,0.203645666,0.62983119,0.013598754,0.000296521,0,0.69,0.67,0|1|1,1|0|1|1|1|0|0|0|1|1|1,1.05
SARS-CoV2,E,P48444,E-P48444,ARCN1,0.207036755,0.62983119,0.018547069,0.000123599,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,P48507,E-P48507,GCLM,0.35082078,0.99452811,0.064148697,0.00074628,0.02,0.53,1.67,1|2|2,2|1|1|1|1|1|1|1|4|2|2,1.08
SARS-CoV2,E,P48643,E-P48643,CCT5,0.00745497,0.00000000,0.010874106,0.00011101,0.26,0.34,0.67,0|0|2,0|1|0|0|1|0|0|1|0|0|0,2.44
SARS-CoV2,E,P48729,E-P48729,CSNK1A1,0.228439978,0.62983119,0.049768851,0.000187415,0,0.69,0.67,0|1|1,1|0|1|1|0|0|1|2|0|0|1,1.05
SARS-CoV2,E,P48730,E-P48730,CSNK1D,0.199790567,0.59238527,0.024829109,0.000224547,0.02,0.53,1,0|1|2,2|3|3|2|1|0|0|1|0|1|2,0.73
SARS-CoV2,E,P49207,E-P49207,RPL34,0.292052781,0.72750533,0.098589926,0.001875938,0.26,0.35,1.33,2|1|1,0|2|0|0|0|0|0|0|0|0|1,4.89
SARS-CoV2,E,P49327,E-P49327,FASN,0.013623259,0.00000000,0.019873069,1.20E-05,0,0.69,0.33,0|0|1,0|0|0|1|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P49368,E-P49368,CCT3,0.206476962,0.62783553,0.018627425,0.000264999,0.23,0.36,1,1|2|0,0|0|1|0|2|0|0|0|1|0|0,2.75
SARS-CoV2,E,P49411,E-P49411,TUFM,0.198264358,0.62983119,0.005750039,0.000139732,0,0.69,0.67,0|1|1,3|0|0|0|0|0|0|0|2|4|1,0.73
SARS-CoV2,E,P49458,E-P49458,SRP9,0.324674764,0.97869397,0.033107304,0.003846495,0.01,0.57,3,1|4|4,1|2|4|5|4|2|3|3|4|1|1,1.1
SARS-CoV2,E,P49589,E-P49589,CARS,0.109178947,0.00000000,0.159266397,4.01E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|1|0|1,1.83
SARS-CoV2,E,P49674,E-P49674,CSNK1E,0.337862433,0.99292735,0.045967523,0.000563724,0.05,0.49,2,1|2|3,1|3|0|3|1|2|1|1|2|2|1,1.29
SARS-CoV2,E,P49756,E-P49756,RBM25,0.222280953,0.62983119,0.040781984,0.00044953,0.01,0.55,4,0|6|6,6|4|4|5|3|3|3|1|4|2|2,1.19
SARS-CoV2,E,P49790,E-P49790,NUP153,0.023131522,0.00000000,0.033743345,2.04E-05,0,0.69,0.33,0|0|1,0|0|0|0|1|1|1|0|0|0|0,1.22
SARS-CoV2,E,P49915,E-P49915,GMPS,0.21655797,0.60294344,0.044536857,0.000230084,0.04,0.5,1.67,0|3|2,0|3|1|2|1|2|2|2|1|1|3,1.02
SARS-CoV2,E,P50402,E-P50402,EMD,0.387039005,0.99292735,0.117677522,0.003693055,0.98,0,8,4|8|12,1|0|2|2|0|0|0|0|1|0|0,14.67
SARS-CoV2,E,P50454,E-P50454,SERPINH1,0.198564681,0.62983119,0.006188041,0.000151098,0,0.69,0.67,0|1|1,1|0|3|2|0|0|0|1|1|2|2,0.61
SARS-CoV2,E,P50579,E-P50579,METAP2,0.053026471,0.00000000,0.077352222,0.000125641,0.32,0.23,0.67,0|0|2,0|0|0|1|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,P50750,E-P50750,CDK9,0.233771119,0.62983119,0.057545901,0.000169782,0,0.69,0.67,0|1|1,0|0|0|1|1|0|0|0|0|0|0,3.67
SARS-CoV2,E,P50914,E-P50914,RPL14,0.364815567,0.99452811,0.084553794,0.001902147,0.2,0.38,3.33,2|4|4,3|5|4|1|0|0|1|0|3|0|1,2.04
